"transcript","gene","bp","all","synonymous","missense","nonsense","splice-site","frame-shift","F","M","P_LGDS","P_MISSENSE","P_SYNONYMOUS"
"NM_006693","CPSF4",810,-4.8073,-5.303,-5.0066,-6.3739,-6.5048,-6.2898,2,2,1.24861549944E-06,9.84917830981E-06,4.97737084979E-06
"NM_003550","MAD1L1",2157,-4.3873,-4.9173,-4.5684,-5.9332,-6.1566,-5.8645,2,2,3.22969590718E-06,2.70146907296E-05,1.20976217075E-05
"NM_152892","LRWD1",1944,-4.4848,-4.9586,-4.6872,-6.1569,-6.3156,-5.9096,2,2,2.41169326956E-06,2.05494404135E-05,1.10001852751E-05
"NM_022820","CYP3A43",1515,-4.7549,-5.3314,-4.9359,-6.1107,-6.2744,-6.0179,2,2,2.26623692406E-06,1.15904420522E-05,4.66229769015E-06
"NM_012338","TSPAN12",918,-4.9521,-5.5221,-5.1282,-6.3794,-6.5555,-6.2355,2,2,1.27717067752E-06,7.44389091115E-06,3.00538420766E-06
"NM_014399","TSPAN13",615,-5.007,-5.5058,-5.2292,-6.3407,-6.4634,-6.4094,2,2,0.00000119,5.89929345104E-06,3.1203262166E-06
"NM_198151","HEPACAM2",1353,-4.79,-5.3417,-4.965,-6.3422,-6.4527,-6.067,2,2,1.66443078818E-06,1.08392691402E-05,0.000004553
"NM_001160210","SLC25A13",2031,-4.5615,-5.1415,-4.7421,-5.8863,-6.0988,-5.8906,2,2,3.38226884065E-06,1.81092306416E-05,7.21938162937E-06
"NM_031434","TMUB1",741,-4.8719,-5.3141,-5.0837,-6.5689,-7.3582,-6.3285,2,2,0.000000783,8.24707606127E-06,4.85176771219E-06
"NM_006716","DBF4",2025,-4.6654,-5.2418,-4.8458,-5.949,-6.3294,-5.8919,2,2,2.875612646E-06,1.42626426135E-05,5.73059874054E-06
"NM_001142749","KIAA1324L",3090,-4.5484,-5.0942,-4.732,-5.9963,-6.1747,-5.7084,2,2,3.63440305378E-06,1.85353162341E-05,8.05007636108E-06
"NM_024523","GCC1",2328,-4.4619,-5.0263,-4.6251,-5.8786,-7.3523,-5.8313,2,2,2.84163307967E-06,2.37082773955E-05,9.41239186909E-06
"NM_001306","CLDN3",663,-4.7241,-5.1439,-4.9448,-6.5133,-7.697,-6.3768,2,2,7.46733534306E-07,1.13553362784E-05,7.17959588545E-06
"NM_001305","CLDN4",630,-4.8271,-5.2749,-5.0325,-6.5888,-7.561,-6.399,2,2,6.8425463089E-07,0.000009279,5.31006698966E-06
"NM_001098627","IRF5",1497,-4.6156,-5.1727,-4.7882,-6.111,-6.363,-6.0231,2,2,2.15617278321E-06,1.62854588683E-05,6.71892819776E-06
"NM_006774","INMT",792,-4.8621,-5.3622,-5.0479,-6.483,-7.0449,-6.2996,2,2,9.20678563243E-07,8.95570954643E-06,4.34310170886E-06
"NM_001039966","GPER",1128,-4.5798,-5.0469,-4.77,-6.5097,-7.6333,-6.146,2,2,0.000001047,1.69824365246E-05,8.97635458909E-06
"NM_000522","HOXA13",1167,-4.7545,-5.1951,-4.9646,-6.5041,-7.3621,-6.1312,2,2,0.000001096,1.08492570749E-05,6.3811653751E-06
"NM_001004323","C7ORF61",621,-4.9741,-5.5123,-5.1585,-6.2377,-99,-6.4052,2,2,9.71864400638E-07,6.94224601714E-06,0.000003074
"NM_005011","NRF1",1512,-4.5911,-5.1167,-4.7731,-6.1519,-6.3891,-6.0188,2,2,2.07071570434E-06,1.68616472691E-05,7.64363604926E-06
"NM_005338","HIP1",3114,-4.3088,-4.8416,-4.5032,-5.7255,-5.85,-5.705,2,2,5.26644198696E-06,3.13906276914E-05,1.44012437118E-05
"NM_032581","FAM126A",1566,-4.7269,-5.2909,-4.9068,-6.0791,-6.4034,-6.0035,2,2,2.22046522537E-06,1.23936720482E-05,0.000005118
"NM_004445","EPHB6",3066,-4.2707,-4.8232,-4.4425,-5.7444,-6.1688,-5.7117,2,2,4.42153856683E-06,3.60994013586E-05,1.502449903E-05
"NM_001083956","ZNF655",1581,-4.7592,-5.3125,-4.9304,-6.1356,-7.3514,-5.9994,2,2,1.77771990079E-06,1.17381593248E-05,4.86967525166E-06
"NM_012294","RAPGEF5",2193,-4.5956,-5.1243,-4.7797,-5.9086,-99,-5.8573,2,2,2.62323390543E-06,1.6607337055E-05,0.000007511
"NM_032350","C7ORF50",585,-4.9865,-5.4885,-5.1843,-6.3996,-6.9677,-6.4312,2,2,8.76704972654E-07,6.54184123569E-06,3.24713242168E-06
"NM_001008395","C7ORF59",300,-5.2791,-5.8296,-5.4706,-6.62,-6.8603,-6.7212,2,2,5.67846697979E-07,3.38376348862E-06,1.4804713249E-06
"NM_024913","C7ORF58",3081,-4.4119,-4.9807,-4.5918,-5.7615,-6.0301,-5.7096,2,2,4.61648976683E-06,2.5597644306E-05,1.04544213569E-05
"NM_033273","ZNF479",1575,-4.7564,-5.3494,-4.9141,-6.1537,-6.8561,-6.001,2,2,1.83892368316E-06,1.21870894851E-05,0.000004473
"NM_000181","GUSB",1956,-4.4441,-4.961,-4.638,-5.8944,-6.1387,-5.9069,2,2,0.000003241,2.30144181741E-05,1.09395636627E-05
"NM_032959","POLR2J2",348,-5.2321,-5.7236,-5.4495,-6.7272,-6.6365,-6.6567,2,2,6.38798441535E-07,3.55222118482E-06,1.88973105443E-06
"NM_001097615","POLR2J3",348,-5.3033,-5.7559,-5.5172,-6.7432,-99,-6.6567,2,2,4.01079079962E-07,3.03948496877E-06,1.75428439425E-06
"NM_001001317","PRSS58",726,-5.0261,-5.5696,-5.21,-6.6202,-6.5225,-6.3374,2,2,9.99867445853E-07,0.000006166,0.000002694
"NM_020445","ACTR3B",1257,-4.6743,-5.2013,-4.8682,-6.0739,-6.3305,-6.099,2,2,2.10688526672E-06,1.35456546824E-05,6.29071485548E-06
"NM_030647","JHDM1D",2826,-4.437,-5.01,-4.6151,-5.7771,-6.0786,-5.7471,2,2,4.29534886212E-06,2.42605141178E-05,9.77237220956E-06
"NM_003941","WASL",1518,-4.7073,-5.2706,-4.8891,-6.0317,-6.3794,-6.017,2,2,2.30866630192E-06,1.29092199362E-05,5.36290371801E-06
"NM_001204871","URGCP-MRPS24",333,-5.2746,-5.8278,-5.4668,-6.5066,-7.0602,-6.6759,2,2,6.09425997816E-07,3.41350072949E-06,1.48662009853E-06
"NM_001540","HSPB1",618,-4.9918,-5.485,-5.1854,-6.7109,-6.7363,-6.4073,2,2,7.69579186307E-07,6.52529274119E-06,3.27340694879E-06
"NM_001084","PLOD3",2217,-4.3801,-4.8914,-4.575,-5.9193,-5.9998,-5.8525,2,2,3.60909412512E-06,2.6607250598E-05,0.000012841
"NM_014478","CRCP",447,-5.1938,-5.7334,-5.382,-6.796,-6.6666,-6.548,2,2,6.58571545778E-07,4.14954042634E-06,1.84756616377E-06
"NM_003439","ZKSCAN1",1692,-4.5982,-5.1648,-4.7647,-6.0017,-6.7434,-5.9699,2,2,2.24841035902E-06,0.000017191,6.84226672766E-06
"NM_014569","ZKSCAN5",2520,-4.4607,-5.0314,-4.6258,-5.8542,-6.6532,-5.7969,2,2,3.21741821691E-06,2.36700949469E-05,9.30250688232E-06
"NM_003302","TRIP6",1431,-4.5879,-5.0805,-4.7858,-6.1024,-6.47,-6.0427,2,2,2.03515335243E-06,1.63757047688E-05,8.30806718702E-06
"NM_197964","C7ORF55",342,-5.135,-5.6997,-5.302,-6.5618,-7.3544,-6.6643,2,2,5.35122515026E-07,4.9888448746E-06,1.9966410695E-06
"NM_005641","TAF6",2034,-4.4205,-4.9214,-4.6153,-5.9925,-6.1519,-5.89,2,2,3.0105242671E-06,2.42493443103E-05,0.000011984
"NM_178562","TSPAN33",852,-4.9406,-5.5009,-5.128,-6.2816,-6.4936,-6.2679,2,2,1.38343479585E-06,7.44731973906E-06,3.15573117368E-06
"NM_005523","HOXA11",942,-4.7616,-5.2416,-4.9524,-6.4094,-7.7025,-6.2243,2,2,0.000001006,1.11583505229E-05,5.73323838654E-06
"NM_203397","MBLAC1",801,-4.7792,-5.1997,-5.0051,-6.3985,-7.7693,-6.2947,2,2,9.23835438395E-07,9.88325498099E-06,6.31393344945E-06
"NM_006188","OCM2",330,-5.2727,-5.7566,-5.4765,-6.9793,-6.8887,-6.6798,2,2,4.43118771406E-07,3.33810505166E-06,1.75145909941E-06
"NM_152742","GPC2",1740,-4.614,-5.1486,-4.7937,-6.0796,-6.512,-5.9578,2,2,2.24218659219E-06,1.60805167219E-05,7.10231614301E-06
"NM_181581","DUS4L",954,-4.9395,-5.5377,-5.1004,-6.3746,-6.6606,-6.2188,2,2,1.24478602188E-06,0.000007936,2.89934569317E-06
"NM_018238","AGK",1269,-4.7762,-5.3349,-4.9789,-5.9983,-6.2256,-6.0949,2,2,2.40247300219E-06,1.04978412255E-05,4.62487500822E-06
"NM_002649","PIK3CG",3309,-4.254,-4.7617,-4.4402,-5.7692,-6.3998,-5.6786,2,2,4.195707457E-06,3.62910889641E-05,1.73101168683E-05
"NM_022750","PARP12",2106,-4.5478,-5.0586,-4.7452,-5.9478,-6.3369,-5.8749,2,2,2.92190775528E-06,1.79804269518E-05,8.73775775118E-06
"NM_000089","COL1A2",4101,-4.2139,-4.7957,-4.382,-5.9111,-5.6272,-5.5854,2,2,6.18431390864E-06,4.14954042634E-05,1.60066334588E-05
"NM_178176","MOGAT3",1026,-4.7339,-5.236,-4.9228,-6.3889,-6.5665,-6.1872,2,2,1.32957514487E-06,1.19453808293E-05,5.80764417521E-06
"NM_018396","METTL2B",1137,-4.7628,-5.3135,-4.9504,-6.0827,-6.4468,-6.1426,2,2,1.90415808002E-06,1.12098551288E-05,4.85847530937E-06
"NM_001662","ARF5",543,-5.076,-5.6182,-5.2546,-6.6951,-6.6852,-6.4635,2,2,7.52186801703E-07,5.56416499873E-06,2.40879588173E-06
"NM_005763","AASS",2781,-4.4426,-5.0213,-4.6086,-6.0232,-6.0094,-5.7541,2,2,3.68814044127E-06,2.46263473034E-05,9.52138223021E-06
"NM_003388","CLIP2",3141,-4.1694,-4.6569,-4.3627,-5.8165,-6.1284,-5.7012,2,2,4.25961157209E-06,0.000043381,2.20343376402E-05
"NM_001199672","CALU",972,-5.0313,-5.6678,-5.1834,-6.3928,-6.7483,-6.2106,2,2,0.000001199,6.55541212399E-06,2.1488198144E-06
"NM_001004320","AGMO",1338,-4.7907,-5.3926,-4.9647,-6.133,-6.2692,-6.0719,2,2,2.12165157261E-06,1.08467592288E-05,4.04948691519E-06
"NM_033017","TRIM4",1503,-4.7415,-5.2877,-4.9243,-6.1075,-6.5697,-6.0214,2,2,0.000002002,1.19041941135E-05,5.15584674875E-06
"NM_001008749","RAB19",654,-4.9335,-5.4551,-5.1058,-6.6789,-7.0503,-6.3827,2,2,7.12808773958E-07,7.83790508536E-06,3.50671119646E-06
"NM_005868","BET1",357,-5.4189,-6.0206,-5.5859,-6.9639,-6.8802,-6.6456,2,2,4.66584335593E-07,2.59477676277E-06,9.53674125976E-07
"NM_006555","YKT6",597,-5.0155,-5.5463,-5.2153,-6.3688,-6.5768,-6.4223,2,2,1.07091309748E-06,6.09115989461E-06,2.84249690182E-06
"NM_019015","CHPF2",2319,-4.3607,-4.9478,-4.5194,-5.7194,-6.867,-5.833,2,2,3.51285265083E-06,3.02412682128E-05,1.12771666933E-05
"NM_022445","TPK1",732,-5.0172,-5.5713,-5.1971,-6.5891,-6.5155,-6.3338,2,2,1.02637379754E-06,6.35184658339E-06,2.68349011597E-06
"NM_001130821","RABL5",327,-5.3653,-5.9347,-5.5265,-6.9448,-7.3815,-6.6838,2,2,3.62206058274E-07,2.97508925888E-06,1.16225119129E-06
"NM_012230","POMZP3",564,-5.1018,-5.6363,-5.2855,-6.6433,-6.7546,-6.447,2,2,7.60579824064E-07,0.000005182,2.3104682239E-06
"NM_001762","CCT6A",1596,-4.7253,-5.2861,-4.9028,-6.3476,-6.1701,-5.9953,2,2,0.000002136,1.25083492837E-05,5.17487662293E-06
"NM_016139","CHCHD2",456,-5.1066,-5.6649,-5.2855,-6.4835,-6.8654,-6.5393,2,2,7.53674309168E-07,0.000005182,2.16321656541E-06
"NM_017812","CHCHD3",684,-5.0552,-5.6593,-5.2524,-6.1457,-6.5431,-6.3633,2,2,1.4345534307E-06,5.59242283041E-06,2.19129072241E-06
"NM_004227","CYTH3",1200,-4.6864,-5.197,-4.8812,-6.3173,-6.2356,-6.1191,2,2,1.82306578806E-06,1.31461928822E-05,6.35330931852E-06
"NM_001164737","CALCR",1527,-4.6657,-5.2367,-4.8432,-6.0269,-6.3109,-6.0145,2,2,2.39586833008E-06,1.43482851823E-05,5.79829089866E-06
"NM_006408","AGR2",528,-5.2081,-5.7788,-5.3983,-6.5977,-6.5765,-6.4757,2,2,8.52103536179E-07,3.99668573114E-06,1.66417885662E-06
"NM_176813","AGR3",501,-5.2638,-5.8701,-5.4405,-6.6855,-6.6044,-6.4985,2,2,7.72278838245E-07,3.62660286245E-06,1.34865230817E-06
"NM_198467","RSBN1L",2541,-4.4367,-4.9575,-4.62,-5.8887,-6.5752,-5.7933,2,2,3.16759495248E-06,2.39883291902E-05,1.10280823385E-05
"NM_003592","CUL1",2331,-4.4567,-5.0014,-4.658,-5.7072,-5.9924,-5.8308,2,2,4.45649626455E-06,2.19785987278E-05,9.96781571151E-06
"NM_015905","TRIM24",3153,-4.3891,-4.9695,-4.5613,-5.7346,-6.1095,-5.6996,2,2,4.61671038097E-06,0.00002746,1.07275364784E-05
"NM_020186","ACN9",378,-5.1354,-5.6585,-5.3187,-6.5806,-7.3688,-6.6208,2,2,5.44881465574E-07,4.80064951247E-06,2.19533094914E-06
"NM_003461","ZYX",1719,-4.5032,-4.9855,-4.706,-5.991,-6.4771,-5.963,2,2,2.44321922437E-06,1.96788628971E-05,1.03395110098E-05
"NM_005924","MEOX2",915,-4.7868,-5.2546,-4.9942,-6.2828,-7.0567,-6.2369,2,2,1.1887575997E-06,1.01344456978E-05,5.56416499873E-06
"NM_020369","FSCN3",1497,-4.6232,-5.2173,-4.7896,-5.8959,-6.6477,-6.0231,2,2,2.44412767986E-06,0.000016233,6.06317355705E-06
"NM_003088","FSCN1",1482,-4.3715,-4.8198,-4.5742,-6.2859,-6.7567,-6.0275,2,2,1.63147365147E-06,2.66563081347E-05,1.51425842967E-05
"NM_015969","MRPS17",393,-5.2484,-5.7837,-5.4333,-6.6099,-7.3195,-6.6039,2,2,5.42388611613E-07,3.68722805887E-06,1.64550800737E-06
"NM_001080392","KIAA1147",1368,-4.7689,-5.3082,-4.9397,-6.225,-99,-6.0622,2,2,1.46222486051E-06,1.14894701192E-05,4.91812995268E-06
"NM_145914","ZSCAN21",1422,-4.6942,-5.2334,-4.8725,-6.0652,-7.0485,-6.0454,2,2,1.85077193657E-06,1.34121993541E-05,5.84251720536E-06
"NM_145111","FAM200A",1722,-5.5261,-6.0618,-5.6983,-7.0664,-7.6685,-5.9623,2,2,0.000001198,2.00308786527E-06,8.67361218401E-07
"NM_006234","POLR2J",354,-5.2044,-5.7045,-5.4203,-6.6971,-6.6004,-6.6493,2,2,6.76053665915E-07,3.79926861476E-06,1.97469487941E-06
"NM_003505","FZD1",1944,-4.361,-4.8001,-4.5724,-6.0435,-7.7223,-5.9096,2,2,0.000002155,0.000026767,1.58452829933E-05
"NM_004507","HUS1",843,-4.9341,-5.4899,-5.1235,-6.3688,-6.3668,-6.2725,2,2,1.39144338621E-06,7.52488730174E-06,3.23668175702E-06
"NM_001102386","GNAT3",1065,-4.9345,-5.5083,-5.1018,-6.2197,-99,-6.171,2,2,1.27750399098E-06,7.91042832819E-06,3.10241577487E-06
"NM_019004","ANKIB1",3270,-4.3929,-4.9958,-4.5441,-5.749,-99,-5.6838,2,2,3.85347367111E-06,2.85693263458E-05,1.00971777124E-05
"NM_000777","CYP3A5",1509,-4.7225,-5.2928,-4.8974,-6.2008,-6.2739,-6.0196,2,2,2.11789951564E-06,1.26648485285E-05,5.09565480608E-06
"NM_001100159","C7ORF57",888,-4.8864,-5.391,-5.0762,-6.2705,-99,-6.2499,2,2,1.09888469541E-06,8.3907348991E-06,4.06443329165E-06
"NM_182597","C7ORF53",396,-5.2818,-5.8453,-5.4695,-6.7358,-6.6804,-6.6006,2,2,6.43317552745E-07,3.39234489541E-06,1.42790725437E-06
"NM_019071","ING3",1257,-4.78,-5.3583,-4.9772,-5.9749,-6.2264,-6.099,2,2,2.44940205316E-06,0.000010539,4.38227876104E-06
"NM_032016","STARD3NL",705,-5.0326,-5.575,-5.2231,-6.4649,-6.5763,-6.3501,2,2,1.05470471799E-06,5.98273821561E-06,2.6607250598E-06
"NM_145115","ZNF498",1635,-4.5796,-5.1161,-4.757,-6.0116,-6.7442,-5.9848,2,2,2.18948130801E-06,1.74984668862E-05,7.65420342072E-06
"NM_022373","HERPUD2",1221,-4.7927,-5.3626,-4.9727,-6.0925,-6.5205,-6.1116,2,2,1.88320519448E-06,1.06487835613E-05,4.33910340593E-06
"NM_013293","TRA2A",849,-4.8244,-5.5159,-4.9959,-5.8078,-6.5474,-6.2694,2,2,0.000002378,1.0094853019E-05,3.04859687419E-06
"NM_030636","EEPD1",1710,-4.5025,-5.0071,-4.6906,-6.0422,-6.5631,-5.9653,2,2,0.000002264,2.03891912707E-05,9.83784554914E-06
"NM_000883","IMPDH1",1800,-4.5477,-5.0756,-4.7325,-6.1725,-6.1377,-5.943,2,2,2.54073480737E-06,0.000018514,8.40233513908E-06
"NM_178561","CTAGE6P",2334,-4.557,-5.1117,-4.7275,-5.9021,-99,-5.8302,2,2,2.73128005214E-06,1.87283708302E-05,7.73214518328E-06
"NM_030935","TSC22D4",1188,-4.6682,-5.1782,-4.8452,-6.4044,-6.8616,-6.1235,2,2,1.28411370065E-06,1.42823608002E-05,6.63437475793E-06
"NM_001080413","NOBOX",2076,-4.6825,-5.2357,-4.8505,-6.0817,-7.6427,-5.8811,2,2,2.16620300438E-06,1.41091223646E-05,5.81165733962E-06
"NM_001080538","AKR1B15",1035,-4.9321,-5.4565,-5.1029,-6.5381,-99,-6.1834,2,2,9.45208865048E-07,7.89041780287E-06,3.49542509599E-06
"NM_001004135","OR2A12",933,-4.9321,-5.4581,-5.1024,-6.5612,-7.7626,-6.2284,2,2,0.000000883,7.89950721336E-06,3.48257116639E-06
"NM_001001659","OR2A14",933,-4.8824,-5.4105,-5.0529,-6.4794,-7.7213,-6.2284,2,2,9.41603603951E-07,8.85319438697E-06,0.000003886
"NM_018326","GIMAP4",990,-4.8424,-5.3946,-5.0033,-6.4432,-7.3383,-6.2027,2,2,1.03334758434E-06,9.92430265047E-06,4.03088121287E-06
"NM_015622","CCZ1",1449,-4.7087,-5.2402,-4.8985,-6.2624,-6.2165,-6.0372,2,2,2.07185742344E-06,1.26328110381E-05,5.75174998462E-06
"NM_015641","TES",1266,-4.798,-5.3678,-4.971,-6.1654,-6.6157,-6.0959,2,2,1.72741491042E-06,1.06905487922E-05,4.28745919734E-06
"NM_006896","HOXA7",693,-4.6997,-5.131,-4.9138,-6.5169,-7.3689,-6.3576,2,2,7.85859449877E-07,1.21955109366E-05,7.39605275058E-06
"NM_024014","HOXA6",702,-4.7621,-5.2298,-4.963,-6.349,-7.3555,-6.352,2,2,9.36450807958E-07,1.08893009333E-05,5.8911489033E-06
"NM_019102","HOXA5",813,-4.673,-5.1149,-4.8801,-6.504,-7.353,-6.2882,2,2,8.72680864473E-07,1.31795323367E-05,7.67538201218E-06
"NM_002141","HOXA4",963,-4.8854,-5.3636,-5.0866,-6.3617,-7.3423,-6.2147,2,2,1.09023596017E-06,8.19218969323E-06,4.32912374503E-06
"NM_153631","HOXA3",1332,-4.5299,-4.9602,-4.7477,-6.2123,-7.3458,-6.0738,2,2,1.50216383312E-06,1.78772206308E-05,1.09597336552E-05
"NM_006735","HOXA2",1131,-4.7475,-5.2181,-4.9489,-6.2755,-7.3711,-6.1449,2,2,1.28913196262E-06,1.12486395365E-05,0.000006052
"NM_001145306","CDK6",981,-4.7409,-5.2545,-4.9324,-6.1979,-6.5886,-6.2066,2,2,1.51332633408E-06,1.16842273817E-05,5.56544634258E-06
"NM_152739","HOXA9",819,-4.7099,-5.15,-4.9235,-6.3623,-7.3851,-6.285,2,2,9.94210481821E-07,1.19261426586E-05,7.07945784384E-06
"NM_032222","FAM188B",2274,-4.4743,-5.0018,-4.6607,-6.0071,-6.1272,-5.8415,2,2,3.17034565035E-06,2.18423820914E-05,9.95863924054E-06
"NM_001030019","SUN3",1074,-4.8374,-5.3877,-5.0233,-6.2598,-6.4009,-6.1673,2,2,1.62737628406E-06,9.47763545263E-06,4.09543464644E-06
"NM_004889","ATP5J2",285,-5.294,-5.8101,-5.4857,-6.9441,-6.8741,-6.7435,2,2,4.27874789423E-07,3.26813508992E-06,1.54846003176E-06
"NM_019841","TRPV5",2190,-4.458,-5.0222,-4.6312,-5.8858,-6.1988,-5.8579,2,2,3.32054679897E-06,2.33776041227E-05,9.50167124756E-06
"NM_018646","TRPV6",2178,-4.4374,-5.009,-4.6057,-5.8907,-6.2003,-5.8603,2,2,3.29612751452E-06,2.47913399138E-05,9.79489985409E-06
"NM_181538","GJC3",840,-4.8929,-5.4601,-5.0523,-6.3973,-7.3379,-6.274,2,2,9.78628539521E-07,8.86543397989E-06,3.46657020533E-06
"NM_003344","UBE2H",552,-5.051,-5.567,-5.2623,-6.5058,-6.4162,-6.4564,2,2,1.04518620812E-06,5.46638228133E-06,2.71019163189E-06
"NM_001206938","FAM115A",2760,-4.3739,-4.9125,-4.5498,-5.8063,-6.563,-5.7574,2,2,3.58383086623E-06,2.81968114347E-05,1.22320711905E-05
"NM_001040167","LFNG",1140,-4.6533,-5.1336,-4.8482,-6.4603,-6.5027,-6.1414,2,2,1.3828697133E-06,0.000014184,7.35190692072E-06
"NM_002489","NDUFA4",246,-5.4264,-6.0344,-5.6083,-7.0583,-6.5899,-6.8074,2,2,5.00348403615E-07,2.46433644583E-06,9.23846887538E-07
"NM_005000","NDUFA5",351,-5.3436,-5.8552,-5.5576,-6.7706,-6.7471,-6.653,2,2,5.70940255203E-07,2.76949126681E-06,1.39572545771E-06
"NM_000600","IL6",639,-5.0803,-5.6313,-5.2634,-6.4893,-6.7521,-6.3928,2,2,9.05848039791E-07,5.45255430938E-06,2.33722218502E-06
"NM_020892","DTX2",1869,-4.4422,-4.9316,-4.6323,-6.1296,-6.4448,-5.9267,2,2,2.28493964436E-06,2.33184672316E-05,1.17057703596E-05
"NM_001166118","NT5C3",858,-4.9838,-5.546,-5.1654,-6.4185,-6.5211,-6.2648,2,2,1.22623659279E-06,6.83282031369E-06,2.84446110745E-06
"NM_005856","RAMP3",447,-5.0945,-5.5604,-5.2943,-6.8818,-7.194,-6.548,2,2,4.78393115985E-07,5.07808539665E-06,2.75169313281E-06
"NM_001193582","NRCAM",3636,-4.3008,-4.8439,-4.4858,-5.768,-5.8834,-5.6377,2,2,5.31709121232E-06,3.26738266063E-05,1.43251771069E-05
"NM_000799","EPO",582,-4.9989,-5.5228,-5.1976,-6.3245,-6.7504,-6.4334,2,2,0.00000102,6.34453795776E-06,3.00054400244E-06
"NM_152740","HIBADH",1011,-4.9394,-5.5022,-5.1214,-6.3128,-6.5462,-6.1936,2,2,1.41127072917E-06,7.56136147078E-06,3.14629905616E-06
"NM_015135","NUP205",6039,-4.0971,-4.6951,-4.266,-5.4321,-5.7297,-5.4173,2,2,9.38640808692E-06,5.42000890402E-05,0.000020179
"NM_012256","ZNF212",1488,-4.6452,-5.1913,-4.8157,-6.1273,-6.8146,-6.0257,2,2,1.841723593E-06,1.52862162803E-05,6.43724442805E-06
"NM_001139456","SVOPL",1479,-4.7539,-5.3201,-4.922,-6.4072,-6.3422,-6.0283,2,2,1.78325467916E-06,1.19674053131E-05,4.78519896358E-06
"NM_001008270","PRSS37",708,-4.9783,-5.5377,-5.1679,-6.3001,-6.525,-6.3483,2,2,0.000001248,6.7936004304E-06,2.89934569317E-06
"NM_005221","DLX5",870,-4.7146,-5.1349,-4.9436,-6.329,-7.0527,-6.2588,2,2,1.10844751701E-06,1.13867556195E-05,7.32993291652E-06
"NM_005222","DLX6",882,-5.0938,-5.6129,-5.2697,-6.6451,-99,-6.2528,2,2,7.85139730394E-07,0.000005374,2.43837220968E-06
"NM_012252","TFEC",1044,-4.9012,-5.5032,-5.0788,-6.1724,-6.4158,-6.1796,2,2,1.71754334662E-06,8.34065197409E-06,3.13906276914E-06
"NM_175061","JAZF1",732,-4.8768,-5.4098,-5.0606,-6.3077,-6.7505,-6.3338,2,2,1.13366326288E-06,8.69761140103E-06,3.89224348164E-06
"NM_022458","LMBR1",1473,-4.689,-5.2376,-4.8917,-5.9984,-6.0846,-6.0301,2,2,2.75973067899E-06,1.28321669126E-05,5.78628738818E-06
"NM_014149","WDR91",2244,-4.411,-4.9234,-4.6028,-5.8984,-6.1905,-5.8473,2,2,3.32982995486E-06,2.49574379483E-05,1.19288890706E-05
"NM_018685","ANLN",3375,-4.3546,-4.9612,-4.5194,-5.6973,-5.9974,-5.67,2,2,5.15167222667E-06,3.02412682128E-05,1.09345269673E-05
"NM_001256510","SSBP1",447,-5.1729,-5.8297,-5.3549,-6.2409,-6.6532,-6.548,2,2,1.07961649764E-06,4.41672134413E-06,1.48013047302E-06
"NM_019042","PUS7",1986,-4.5904,-5.1702,-4.7641,-5.9636,-6.217,-5.9003,2,2,2.95221912636E-06,1.72147214574E-05,6.75771699355E-06
"NM_133463","AMZ1",1497,-4.5375,-5.0098,-4.7365,-6.164,-6.7448,-6.0231,2,2,1.81365828513E-06,1.83442516712E-05,9.77687358967E-06
"NM_015694","ZNF777",2496,-4.2691,-4.7628,-4.4534,-5.9417,-6.7493,-5.8011,2,2,2.90266686218E-06,3.52046474889E-05,1.72663285274E-05
"NM_173680","ZNF775",1614,-4.5338,-5.0338,-4.7145,-6.1678,-7.728,-5.9904,2,2,1.72057424939E-06,1.92974533619E-05,9.25124111253E-06
"NM_006869","ADAP1",1125,-4.7353,-5.2492,-4.9358,-6.0908,-6.4727,-6.1472,2,2,1.86060353362E-06,1.15931111574E-05,5.63378150851E-06
"NM_017549","EPDR1",675,-4.9199,-5.4206,-5.1081,-6.4837,-7.066,-6.369,2,2,8.41786249911E-07,7.79650568676E-06,3.79664507922E-06
"NM_198853","TRIM74",753,-4.8405,-5.3697,-5.0224,-6.3975,-6.5915,-6.3215,2,2,1.13353860886E-06,9.49729657362E-06,4.26874291293E-06
"NM_198508","KLRG2",1230,-4.7946,-5.2257,-5.0179,-6.4298,-6.9579,-6.1084,2,2,0.000001261,9.5962156711E-06,0.000005947
"NM_018947","CYCS",318,-5.4093,-5.9718,-5.5728,-7.0155,-7.3546,-6.6959,2,2,3.42110462831E-07,2.67423765709E-06,1.06708742001E-06
"NM_001105558","WEE2",1704,-4.6682,-5.2458,-4.8347,-6.1765,-6.3203,-5.9668,2,2,2.22378281182E-06,1.4631875596E-05,5.67806029549E-06
"NM_016200","NAA38",291,-5.4189,-5.968,-5.6304,-6.5752,-6.9607,-6.7344,2,2,5.59752921785E-07,2.34207069479E-06,1.07646521363E-06
"NM_001283","AP1S1",477,-5.1307,-5.6903,-5.3032,-6.4431,-99,-6.5198,2,2,6.62629904263E-07,4.97507921351E-06,2.04032804908E-06
"NM_001191056","PDE1C",1905,-4.5297,-5.0882,-4.7108,-5.9748,-6.0782,-5.9184,2,2,3.10166184889E-06,1.94625615936E-05,8.16206407855E-06
"NM_182489","STRA8",993,-5.0038,-5.5838,-5.1795,-6.4711,-6.4691,-6.2014,2,2,1.30646073601E-06,6.61454537484E-06,2.60735400446E-06
"NM_001101","ACTB",1128,-4.5936,-5.0698,-4.7851,-6.4258,-6.7399,-6.146,2,2,1.27165404038E-06,1.64021205693E-05,8.51530092021E-06
