"gene","gene_upper","codingLenInTarget"
"GDF11","GDF11",1224
"GDF15","GDF15",927
"GDF2","GDF2",1290
"GDF3","GDF3",1095
"GDF6","GDF6",1368
"GDF7","GDF7",1353
"GDF9","GDF9",1365
"GDNF","GDNF",660
"GDPD1","GDPD1",1075
"GDPD2","GDPD2",1773
"GDPD3","GDPD3",957
"GDPD4","GDPD4",1563
"GDPD5","GDPD5",1818
"GDPGP1","GDPGP1",1158
"GEM","GEM",891
"GEMIN2","GEMIN2",843
"GEMIN4","GEMIN4",3177
"GEMIN6","GEMIN6",504
"GEMIN7","GEMIN7",396
"GEMIN8","GEMIN8",729
"GET4","GET4",984
"GFAP","GFAP",1472
"GFER","GFER",618
"GFI1","GFI1",1269
"GFI1B","GFI1B",993
"GFM1","GFM1",2256
"GFM2","GFM2",2396
"GFOD1","GFOD1",1173
"GFOD2","GFOD2",1178
"GFPT2","GFPT2",2049
"GFRA1","GFRA1",1398
"GFRA2","GFRA2",1395
"GFRA3","GFRA3",1203
"GFRA4","GFRA4",900
"GFRAL","GFRAL",1185
"GGA1","GGA1",1986
"GGA2","GGA2",1842
"GGA3","GGA3",2172
"GGACT","GGACT",462
"GGCT","GGCT",567
"GGCX","GGCX",2277
"GGH","GGH",957
"GGN","GGN",1959
"GGNBP2","GGNBP2",2094
"GGPS1","GGPS1",903
"GGT1","GGT1",1710
"GGT5","GGT5",1764
"GGT6","GGT6",1482
"GGTLC1","GGTLC1",565
"GGTLC2","GGTLC2",657
"GH1","GH1",654
"GH2","GH2",995
"GHDC","GHDC",1682
"GHITM","GHITM",1038
"GHR","GHR",1928
"GHRH","GHRH",327
"GHRHR","GHRHR",1272
"GHRL","GHRL",426
"GHSR","GHSR",1175
"GID4","GID4",903
"GID8","GID8",687
"GIF","GIF",1254
"GIMAP1","GIMAP1",921
"GIMAP1-GIMAP5","GIMAP1-GIMAP5",1332
"GIMAP2","GIMAP2",1014
"GIMAP4","GIMAP4",990
"GIMAP5","GIMAP5",924
"GIMAP6","GIMAP6",899
"GIMAP7","GIMAP7",903
"GIN1","GIN1",1569
"GINM1","GINM1",993
"GINS3","GINS3",651
"GINS4","GINS4",672
"GIP","GIP",462
"GIPC1","GIPC1",1002
"GIPC2","GIPC2",948
"GIPC3","GIPC3",939
"GIPR","GIPR",1401
"GIT2","GIT2",2310
"GJA1","GJA1",1149
"GJA3","GJA3",1308
"GJA4","GJA4",1002
"GJA5","GJA5",1077
"GJA8","GJA8",1302
"GJA9","GJA9",1548
"GJB1","GJB1",852
"GJB2","GJB2",681
"GJB3","GJB3",813
"GJB4","GJB4",801
"GJB5","GJB5",822
"GJB6","GJB6",786
"GJB7","GJB7",672
"GJC2","GJC2",1320
"GJC3","GJC3",840
"GJD2","GJD2",966
"GJD3","GJD3",885
"GJD4","GJD4",1113
"GK","GK",1680
"GK2","GK2",1662
"GK5","GK5",1590
"GKAP1","GKAP1",1101
"GKN1","GKN1",600
"GKN2","GKN2",555
"GLA","GLA",1290
"GLB1","GLB1",2034
"GLB1L","GLB1L",1965
"GLB1L2","GLB1L2",1911
"GLB1L3","GLB1L3",1962
"GLCE","GLCE",1854
"GLDC","GLDC",3063
"GLDN","GLDN",1656
"GLE1","GLE1",2113
"GLG1","GLG1",3616
"GLI1","GLI1",3321
"GLI2","GLI2",4761
"GLI3","GLI3",4743
"GLIPR1","GLIPR1",801
"GLIPR1L1","GLIPR1L1",702
"GLIPR1L2","GLIPR1L2",762
"GLIPR2","GLIPR2",465
"GLIS1","GLIS1",1863
"GLIS2","GLIS2",1575
"GLIS3","GLIS3",2793
"GLO1","GLO1",555
"GLOD5","GLOD5",483
"GLP1R","GLP1R",1392
"GLP2R","GLP2R",1662
"GLRA1","GLRA1",1374
"GLRA3","GLRA3",1395
"GLRA4","GLRA4",1274
"GLRB","GLRB",1494
"GLRX","GLRX",321
"GLRX2","GLRX2",617
"GLRX3","GLRX3",1008
"GLRX5","GLRX5",474
"GLS","GLS",2010
"GLS2","GLS2",1846
"GLT1D1","GLT1D1",801
"GLT6D1","GLT6D1",831
"GLT8D1","GLT8D1",1116
"GLT8D2","GLT8D2",1050
"GLTP","GLTP",630
"GLTPD1","GLTPD1",645
"GLTPD2","GLTPD2",876
"GLTSCR1","GLTSCR1",4683
"GLUD1","GLUD1",1677
"GLUD2","GLUD2",1677
"GLYAT","GLYAT",895
"GLYATL1","GLYATL1",1042
"GLYATL2","GLYATL2",885
"GLYATL3","GLYATL3",867
"GLYR1","GLYR1",1662
"GM2A","GM2A",731
"GMCL1","GMCL1",1548
"GMDS","GMDS",1119
"GMEB2","GMEB2",1593
"GMFB","GMFB",429
"GMFG","GMFG",429
"GML","GML",477
"GMNC","GMNC",1005
"GMNN","GMNN",630
"GMPPA","GMPPA",1263
"GMPPB","GMPPB",1164
"GMPR","GMPR",1038
"GMPR2","GMPR2",1101
"GNA11","GNA11",1080
"GNA12","GNA12",1146
"GNA14","GNA14",1068
"GNA15","GNA15",1125
"GNAI2","GNAI2",1075
"GNAT1","GNAT1",1053
"GNAT2","GNAT2",1065
"GNAT3","GNAT3",1065
"GNB1L","GNB1L",984
"GNB2","GNB2",1023
"GNB3","GNB3",1023
"GNB4","GNB4",1023
"GNB5","GNB5",1188
"GNE","GNE",2307
"GNG10","GNG10",207
"GNG11","GNG11",222
"GNG12","GNG12",219
"GNG13","GNG13",204
"GNG3","GNG3",228
"GNG4","GNG4",228
"GNG5","GNG5",207
"GNG7","GNG7",207
"GNG8","GNG8",213
"GNGT1","GNGT1",225
"GNGT2","GNGT2",210
"GNL1","GNL1",878
"GNL3L","GNL3L",1749
"GNLY","GNLY",445
"GNMT","GNMT",888
"GNPDA1","GNPDA1",870
"GNPNAT1","GNPNAT1",555
"GNPTAB","GNPTAB",3771
"GNRH1","GNRH1",291
"GNRH2","GNRH2",363
"GNRHR","GNRHR",987
"GNS","GNS",1659
"GOLGA1","GOLGA1",2304
"GOLGA2","GOLGA2",3009
"GOLGA6A","GOLGA6A",1624
"GOLGA6B","GOLGA6B",1606
"GOLGA6C","GOLGA6C",1736
"GOLGA6D","GOLGA6D",1766
"GOLGA6L1","GOLGA6L1",295
"GOLGA6L10","GOLGA6L10",413
"GOLGA6L6","GOLGA6L6",1816
"GOLGA6L9","GOLGA6L9",1927
"GOLGA7","GOLGA7",419
"GOLGA7B","GOLGA7B",504
"GOLGA8A","GOLGA8A",1725
"GOLGA8B","GOLGA8B",1764
"GOLGB1","GOLGB1",9810
"GOLIM4","GOLIM4",2091
"GOLM1","GOLM1",1206
"GOLPH3","GOLPH3",897
"GOLPH3L","GOLPH3L",858
"GOLT1A","GOLT1A",399
"GOLT1B","GOLT1B",417
"GORAB","GORAB",1189
"GORASP1","GORASP1",1323
"GOSR1","GOSR1",753
"GOSR2","GOSR2",809
"GOT1","GOT1",1242
"GOT1L1","GOT1L1",1266
"GOT2","GOT2",1293
"GP1BA","GP1BA",1959
"GP1BB","GP1BB",621
"GP2","GP2",1614
"GP5","GP5",1683
"GP6","GP6",1863
"GP9","GP9",534
"GPA33","GPA33",960
"GPAA1","GPAA1",1866
"GPALPP1","GPALPP1",1023
"GPANK1","GPANK1",626
"GPAT2","GPAT2",2388
"GPATCH11","GPATCH11",805
"GPATCH2","GPATCH2",1587
"GPATCH3","GPATCH3",1578
"GPATCH4","GPATCH4",1144
"GPATCH8","GPATCH8",4509
"GPBAR1","GPBAR1",993
"GPBP1L1","GPBP1L1",1425
"GPC1","GPC1",1677
"GPC3","GPC3",1812
"GPC4","GPC4",1671
"GPD1","GPD1",1050
"GPD1L","GPD1L",1056
"GPD2","GPD2",2184
"GPER1","GPER1",1128
"GPHA2","GPHA2",390
"GPHB5","GPHB5",308
"GPHN","GPHN",2310
"GPI","GPI",1684
"GPIHBP1","GPIHBP1",555
"GPKOW","GPKOW",1431
"GPLD1","GPLD1",2523
"GPM6B","GPM6B",1072
"GPN2","GPN2",933
"GPN3","GPN3",1050
"GPNMB","GPNMB",1719
"GPR1","GPR1",1068
"GPR101","GPR101",1527
"GPR107","GPR107",1716
"GPR108","GPR108",1632
"GPR110","GPR110",2733
"GPR111","GPR111",1929
"GPR113","GPR113",3436
"GPR115","GPR115",2088
"GPR116","GPR116",4041
"GPR119","GPR119",1008
"GPR123","GPR123",1683
"GPR124","GPR124",4017
"GPR125","GPR125",3966
"GPR126","GPR126",3799
"GPR128","GPR128",2394
"GPR132","GPR132",1143
"GPR133","GPR133",2625
"GPR135","GPR135",1485
"GPR137","GPR137",1534
"GPR137B","GPR137B",1200
"GPR137C","GPR137C",1290
"GPR141","GPR141",918
"GPR142","GPR142",1389
"GPR143","GPR143",1215
"GPR144","GPR144",2892
"GPR148","GPR148",1044
"GPR149","GPR149",2196
"GPR15","GPR15",1083
"GPR150","GPR150",1305
"GPR151","GPR151",1260
"GPR152","GPR152",1413
"GPR155","GPR155",2613
"GPR156","GPR156",2445
"GPR157","GPR157",1008
"GPR160","GPR160",1017
"GPR17","GPR17",1104
"GPR171","GPR171",960
"GPR176","GPR176",1548
"GPR18","GPR18",996
"GPR180","GPR180",1323
"GPR182","GPR182",1215
"GPR183","GPR183",1086
"GPR20","GPR20",1077
"GPR21","GPR21",1050
"GPR22","GPR22",1302
"GPR25","GPR25",1086
"GPR26","GPR26",1014
"GPR27","GPR27",1128
"GPR3","GPR3",993
"GPR31","GPR31",960
"GPR32","GPR32",1071
"GPR34","GPR34",1146
"GPR35","GPR35",934
"GPR37","GPR37",1842
"GPR37L1","GPR37L1",1446
"GPR39","GPR39",1362
"GPR4","GPR4",1089
"GPR45","GPR45",1119
"GPR50","GPR50",1854
"GPR52","GPR52",1086
"GPR55","GPR55",960
"GPR56","GPR56",2097
"GPR6","GPR6",1089
"GPR61","GPR61",1356
"GPR62","GPR62",1107
"GPR63","GPR63",1260
"GPR64","GPR64",3054
"GPR65","GPR65",1014
"GPR68","GPR68",1098
"GPR75","GPR75",1623
"GPR78","GPR78",1092
"GPR82","GPR82",1011
"GPR83","GPR83",1272
"GPR84","GPR84",1191
"GPR87","GPR87",1077
"GPR88","GPR88",1155
"GPR89A","GPR89A",1368
"GPR89B","GPR89B",1368
"GPR89C","GPR89C",1926
"GPR97","GPR97",1650
"GPRASP2","GPRASP2",2517
"GPRC5A","GPRC5A",1074
"GPRC5B","GPRC5B",1212
"GPRC5C","GPRC5C",1465
"GPRC5D","GPRC5D",1038
"GPRC6A","GPRC6A",2781
"GPRIN2","GPRIN2",1377
"GPRIN3","GPRIN3",2331
"GPS2","GPS2",984
"GPSM2","GPSM2",2055
"GPSM3","GPSM3",241
"GPT","GPT",1491
"GPT2","GPT2",1572
"GPX1","GPX1",657
"GPX2","GPX2",573
"GPX3","GPX3",681
"GPX4","GPX4",879
"GPX5","GPX5",666
"GPX6","GPX6",666
"GRAMD1C","GRAMD1C",1989
"GRAMD3","GRAMD3",1505
"GRAMD4","GRAMD4",1737
"GRAP","GRAP",654
"GRAP2","GRAP2",993
"GRAPL","GRAPL",357
"GRASP","GRASP",1188
"GRB10","GRB10",1785
"GRB14","GRB14",1623
"GRB2","GRB2",654
"GRB7","GRB7",1619
"GREB1","GREB1",5950
"GREB1L","GREB1L",5772
"GREM1","GREM1",555
"GREM2","GREM2",507
"GRHL1","GRHL1",1857
"GRHL2","GRHL2",1878
"GRHL3","GRHL3",1841
"GRHPR","GRHPR",987
"GRIA2","GRIA2",2767
"GRIA3","GRIA3",2800
"GRIA4","GRIA4",2968
"GRID1","GRID1",3030
"GRID2","GRID2",3024
"GRID2IP","GRID2IP",3636
"GRIK1","GRIK1",2913
"GRIK2","GRIK2",2892
"GRIK4","GRIK4",2871
"GRIN2C","GRIN2C",3722
"GRIN2D","GRIN2D",4011
"GRIN3A","GRIN3A",3348
"GRIN3B","GRIN3B",3132
"GRINA","GRINA",1116
"GRIP1","GRIP1",3231
"GRIP2","GRIP2",3422
"GRIPAP1","GRIPAP1",2580
"GRK1","GRK1",1692
"GRK5","GRK5",1773
"GRK6","GRK6",1776
"GRK7","GRK7",1662
"GRM1","GRM1",3646
"GRM2","GRM2",2619
"GRM3","GRM3",2640
"GRM8","GRM8",2777
"GRN","GRN",1782
"GRP","GRP",447
"GRPEL1","GRPEL1",654
"GRPR","GRPR",1155
"GRSF1","GRSF1",1443
"GRTP1","GRTP1",1011
"GRWD1","GRWD1",1341
"GRXCR1","GRXCR1",873
"GRXCR2","GRXCR2",747
"GSC","GSC",774
"GSC2","GSC2",618
"GSDMA","GSDMA",1338
"GSDMB","GSDMB",1251
"GSDMC","GSDMC",1527
"GSDMD","GSDMD",1455
"GSG1L","GSG1L",996
"GSK3A","GSK3A",1452
"GSN","GSN",2373
"GSPT2","GSPT2",1887
"GSR","GSR",1569
"GSS","GSS",1425
"GSTA1","GSTA1",669
"GSTA2","GSTA2",669
"GSTA3","GSTA3",669
"GSTA5","GSTA5",669
"GSTK1","GSTK1",849
"GSTM1","GSTM1",657
"GSTM2","GSTM2",666
"GSTM3","GSTM3",678
"GSTM4","GSTM4",678
"GSTM5","GSTM5",657
"GSTO1","GSTO1",726
"GSTO2","GSTO2",732
"GSTP1","GSTP1",633
"GSTT1","GSTT1",723
"GSTT2","GSTT2",1470
"GSTT2B","GSTT2B",735
"GSTZ1","GSTZ1",651
"GSX1","GSX1",795
"GSX2","GSX2",915
"GTDC1","GTDC1",1377
"GTDC2","GTDC2",1743
"GTF2A1","GTF2A1",1131
"GTF2A1L","GTF2A1L",1437
"GTF2A2","GTF2A2",330
"GTF2B","GTF2B",951
"GTF2E1","GTF2E1",1320
"GTF2E2","GTF2E2",876
"GTF2F1","GTF2F1",1554
"GTF2F2","GTF2F2",750
"GTF2H1","GTF2H1",1647
"GTF2H2","GTF2H2",1188
"GTF2H2C","GTF2H2C",1188
"GTF2H2D","GTF2H2D",1188
"GTF2H3","GTF2H3",927
"GTF2H4","GTF2H4",366
"GTF2H5","GTF2H5",216
"GTF2IRD2","GTF2IRD2",5720
"GTF2IRD2B","GTF2IRD2B",2850
"GTF3A","GTF3A",1098
"GTF3C5","GTF3C5",1581
"GTF3C6","GTF3C6",642
"GTPBP10","GTPBP10",1164
"GTPBP3","GTPBP3",1575
"GTPBP4","GTPBP4",1905
"GTPBP6","GTPBP6",1730
"GTPBP8","GTPBP8",855
"GTSF1","GTSF1",504
"GTSF1L","GTSF1L",447
"GUCA1A","GUCA1A",606
"GUCA1B","GUCA1B",603
"GUCA1C","GUCA1C",630
"GUCA2A","GUCA2A",348
"GUCA2B","GUCA2B",339
"GUCD1","GUCD1",723
"GUCY1A2","GUCY1A2",2199
"GUCY1B3","GUCY1B3",1860
"GUCY2C","GUCY2C",3222
"GUCY2D","GUCY2D",3312
"GUCY2F","GUCY2F",3327
"GUF1","GUF1",2010
"GUK1","GUK1",711
"GULP1","GULP1",915
"GUSB","GUSB",1956
"GXYLT2","GXYLT2",1332
"GYG1","GYG1",1073
"GYLTL1B","GYLTL1B",2166
"GYPA","GYPA",453
"GYPB","GYPB",276
"GYPC","GYPC",387
"GYS1","GYS1",2214
"GYS2","GYS2",2112
"GZF1","GZF1",2136
"GZMA","GZMA",789
"GZMB","GZMB",744
"GZMH","GZMH",741
"GZMK","GZMK",795
"GZMM","GZMM",774
"H1FNT","H1FNT",768
"H1FOO","H1FOO",1041
"H2AFB1","H2AFB1",1044
"H2AFB2","H2AFB2",1044
"H2AFB3","H2AFB3",1044
"H2AFJ","H2AFJ",390
"H2BFM","H2BFM",465
"H2BFWT","H2BFWT",528
"H3F3A","H3F3A",411
"H3F3C","H3F3C",408
"H6PD","H6PD",2376
"HAAO","HAAO",861
"HABP2","HABP2",1683
"HABP4","HABP4",1242
"HACL1","HACL1",1737
"HADH","HADH",945
"HAGH","HAGH",927
"HAGHL","HAGHL",849
"HAL","HAL",1974
"HAMP","HAMP",255
"HAND1","HAND1",648
"HAND2","HAND2",654
"HAO1","HAO1",1113
"HAO2","HAO2",1056
"HAP1","HAP1",1884
"HAPLN1","HAPLN1",1065
"HAPLN2","HAPLN2",1023
"HAPLN3","HAPLN3",1083
"HAPLN4","HAPLN4",1209
"HARBI1","HARBI1",1050
"HARS2","HARS2",1521
"HAS1","HAS1",1737
"HAS2","HAS2",1659
"HAS3","HAS3",1770
"HAUS1","HAUS1",837
"HAUS2","HAUS2",708
"HAUS3","HAUS3",1812
"HAUS4","HAUS4",1092
"HAUS5","HAUS5",1902
"HAUS7","HAUS7",1107
"HAUS8","HAUS8",1233
"HAVCR2","HAVCR2",906
"HAX1","HAX1",840
"HBA1","HBA1",429
"HBA2","HBA2",429
"HBB","HBB",444
"HBD","HBD",444
"HBE1","HBE1",444
"HBEGF","HBEGF",627
"HBG1","HBG1",444
"HBG2","HBG2",444
"HBM","HBM",426
"HBP1","HBP1",1560
"HBQ1","HBQ1",429
"HBS1L","HBS1L",3524
"HBZ","HBZ",429
"HCAR1","HCAR1",1041
"HCAR3","HCAR3",1164
"HCCS","HCCS",807
"HCFC1R1","HCFC1R1",417
"HCFC2","HCFC2",2379
"HCK","HCK",1581
"HCLS1","HCLS1",1461
"HCN1","HCN1",2673
"HCRT","HCRT",396
"HCRTR1","HCRTR1",1278
"HCST","HCST",282
"HDC","HDC",1989
"HDDC2","HDDC2",615
"HDDC3","HDDC3",423
"HDGFL1","HDGFL1",756
"HDGFRP3","HDGFRP3",612
"HDHD1","HDHD1",756
"HDHD2","HDHD2",780
"HDHD3","HDHD3",756
"HEATR2","HEATR2",2568
"HEATR3","HEATR3",2043
"HEATR4","HEATR4",2960
"HEATR5A","HEATR5A",5305
"HEBP1","HEBP1",570
"HEBP2","HEBP2",618
"HECA","HECA",1632
"HECTD2","HECTD2",2355
"HECTD4","HECTD4",12009
"HECW1","HECW1",4821
"HEG1","HEG1",4146
"HELB","HELB",3264
"HELT","HELT",984
"HELZ","HELZ",5829
"HELZ2","HELZ2",7973
"HEMGN","HEMGN",1455
"HEMK1","HEMK1",1017
"HENMT1","HENMT1",1182
"HEPACAM2","HEPACAM2",1432
"HEPH","HEPH",3639
"HEPHL1","HEPHL1",3480
"HEPN1","HEPN1",267
"HERC3","HERC3",3153
"HERC4","HERC4",3174
"HERC5","HERC5",3075
"HERC6","HERC6",3069
"HERPUD1","HERPUD1",1176
"HERPUD2","HERPUD2",1221
"HES1","HES1",843
"HES2","HES2",522
"HES3","HES3",561
"HES4","HES4",744
"HES5","HES5",501
"HES6","HES6",675
"HES7","HES7",693
"HESX1","HESX1",558
"HEXA","HEXA",1590
"HEXB","HEXB",1671
"HEXDC","HEXDC",1758
"HEXIM1","HEXIM1",1080
"HEXIM2","HEXIM2",861
"HEY2","HEY2",1014
"HEYL","HEYL",987
"HFE","HFE",1047
"HFE2","HFE2",1281
"HFM1","HFM1",4308
"HGC6.3","HGC6.3",516
"HGD","HGD",1338
"HGF","HGF",2203
"HGFAC","HGFAC",1968
"HGS","HGS",2334
"HGSNAT","HGSNAT",1908
"HHAT","HHAT",1576
"HHATL","HHATL",1515
"HHEX","HHEX",813
"HHIP","HHIP",2103
"HHIPL1","HHIPL1",2446
"HHIPL2","HHIPL2",2175
"HHLA1","HHLA1",1596
"HHLA2","HHLA2",1245
"HHLA3","HHLA3",463
"HIAT1","HIAT1",1473
"HIATL1","HIATL1",1521
"HIBADH","HIBADH",1011
"HIBCH","HIBCH",1161
"HIC1","HIC1",2202
"HIC2","HIC2",1848
"HID1","HID1",2367
"HIF1AN","HIF1AN",1050
"HIF3A","HIF3A",2030
"HIGD1A","HIGD1A",324
"HIGD1B","HIGD1B",300
"HIGD1C","HIGD1C",294
"HINFP","HINFP",1574
"HINT1","HINT1",381
"HINT2","HINT2",492
"HINT3","HINT3",549
"HIP1","HIP1",3114
"HIP1R","HIP1R",3207
"HIPK4","HIPK4",1851
"HIRIP3","HIRIP3",1671
"HIST1H1T","HIST1H1T",624
"HIST1H2AA","HIST1H2AA",396
"HIST1H2AC","HIST1H2AC",393
"HIST1H2AD","HIST1H2AD",393
"HIST1H2AI","HIST1H2AI",393
"HIST1H2AJ","HIST1H2AJ",387
"HIST1H2AM","HIST1H2AM",393
"HIST1H2BA","HIST1H2BA",384
"HIST1H2BE","HIST1H2BE",381
"HIST1H2BH","HIST1H2BH",381
"HIST1H2BI","HIST1H2BI",381
"HIST1H2BK","HIST1H2BK",381
"HIST1H2BL","HIST1H2BL",381
"HIST1H2BN","HIST1H2BN",381
"HIST1H3A","HIST1H3A",411
"HIST1H3D","HIST1H3D",411
"HIST1H3E","HIST1H3E",411
"HIST1H4A","HIST1H4A",312
"HIST1H4B","HIST1H4B",312
"HIST1H4C","HIST1H4C",312
"HIST1H4D","HIST1H4D",312
"HIST1H4E","HIST1H4E",312
"HIST1H4G","HIST1H4G",297
"HIST1H4H","HIST1H4H",312
"HIST1H4J","HIST1H4J",312
"HIST1H4K","HIST1H4K",312
"HIST2H2AA3","HIST2H2AA3",786
"HIST2H2AA4","HIST2H2AA4",786
"HIST2H2AC","HIST2H2AC",390
"HIST2H2BE","HIST2H2BE",381
"HIST2H2BF","HIST2H2BF",409
"HIST2H3A","HIST2H3A",822
"HIST2H3C","HIST2H3C",822
"HIST2H3D","HIST2H3D",411
"HIST2H4A","HIST2H4A",624
"HIST2H4B","HIST2H4B",624
"HIST3H2A","HIST3H2A",393
"HIST4H4","HIST4H4",312
"HK2","HK2",2754
"HK3","HK3",2772
"HKDC1","HKDC1",2754
"HKR1","HKR1",1980
"HLA-A","HLA-A",391
"HLA-B","HLA-B",972
"HLA-C","HLA-C",705
"HLA-DMA","HLA-DMA",134
"HLA-DMB","HLA-DMB",285
"HLA-DOA","HLA-DOA",136
"HLA-DOB","HLA-DOB",381
"HLA-DPB1","HLA-DPB1",131
"HLA-DQA1","HLA-DQA1",331
"HLA-DQA2","HLA-DQA2",82
"HLA-DQB1","HLA-DQB1",786
"HLA-DRA","HLA-DRA",82
"HLA-DRB1","HLA-DRB1",308
"HLA-DRB5","HLA-DRB5",801
"HLA-E","HLA-E",105
"HLA-F","HLA-F",309
"HLA-G","HLA-G",393
"HLCS","HLCS",2181
"HLF","HLF",888
"HLX","HLX",1467
"HM13","HM13",1352
"HMBOX1","HMBOX1",1263
"HMBS","HMBS",1086
"HMCN1","HMCN1",16908
"HMG20A","HMG20A",1044
"HMG20B","HMG20B",954
"HMGCL","HMGCL",978
"HMGCLL1","HMGCLL1",1113
"HMGCS1","HMGCS1",1563
"HMGN5","HMGN5",849
"HMHB1","HMHB1",126
"HMOX1","HMOX1",867
"HMOX2","HMOX2",951
"HMP19","HMP19",516
"HMSD","HMSD",420
"HMX1","HMX1",1047
"HMX2","HMX2",822
"HMX3","HMX3",1074
"HN1L","HN1L",573
"HNF1A","HNF1A",1896
"HNF1B","HNF1B",1674
"HNF4A","HNF4A",1599
"HNF4G","HNF4G",1338
"HNMT","HNMT",1089
"HNRNPA1","HNRNPA1",1119
"HNRNPA1L2","HNRNPA1L2",963
"HNRNPA2B1","HNRNPA2B1",1062
"HNRNPA3","HNRNPA3",1137
"HNRNPC","HNRNPC",921
"HNRNPCL1","HNRNPCL1",882
"HNRNPCP5","HNRNPCP5",882
"HNRNPDL","HNRNPDL",1263
"HNRNPH2","HNRNPH2",1350
"HNRNPL","HNRNPL",1770
"HNRNPLL","HNRNPLL",1640
"HNRNPM","HNRNPM",2193
"HOGA1","HOGA1",984
"HOMER1","HOMER1",1065
"HOMER2","HOMER2",1065
"HOMER3","HOMER3",1086
"HOMEZ","HOMEZ",1653
"HOOK1","HOOK1",2187
"HOOK2","HOOK2",2160
"HOOK3","HOOK3",2157
"HOPX","HOPX",406
"HORMAD1","HORMAD1",1185
"HORMAD2","HORMAD2",924
"HOXA1","HOXA1",1008
"HOXA10","HOXA10",1233
"HOXA11","HOXA11",942
"HOXA13","HOXA13",1167
"HOXA2","HOXA2",1131
"HOXA3","HOXA3",1332
"HOXA4","HOXA4",963
"HOXA5","HOXA5",813
"HOXA6","HOXA6",702
"HOXA7","HOXA7",693
"HOXA9","HOXA9",819
"HOXB1","HOXB1",906
"HOXB13","HOXB13",855
"HOXB2","HOXB2",1071
"HOXB3","HOXB3",1296
"HOXB4","HOXB4",756
"HOXB5","HOXB5",810
"HOXB6","HOXB6",675
"HOXB7","HOXB7",654
"HOXB8","HOXB8",732
"HOXB9","HOXB9",753
"HOXC10","HOXC10",1029
"HOXC11","HOXC11",915
"HOXC12","HOXC12",849
"HOXC13","HOXC13",993
"HOXC4","HOXC4",795
"HOXC5","HOXC5",669
"HOXC6","HOXC6",708
"HOXC8","HOXC8",729
"HOXC9","HOXC9",783
"HOXD10","HOXD10",1023
"HOXD11","HOXD11",1017
"HOXD12","HOXD12",813
"HOXD13","HOXD13",1032
"HOXD3","HOXD3",1299
"HOXD4","HOXD4",768
"HOXD8","HOXD8",873
"HOXD9","HOXD9",1059
"HP","HP",1221
"HPCAL1","HPCAL1",582
"HPCAL4","HPCAL4",576
"HPD","HPD",1182
"HPDL","HPDL",1116
"HPGD","HPGD",801
"HPGDS","HPGDS",600
"HPN","HPN",1254
"HPR","HPR",1047
"HPRT1","HPRT1",657
"HPS1","HPS1",2141
"HPS3","HPS3",3015
"HPS4","HPS4",2153
"HPS5","HPS5",3390
"HPS6","HPS6",2328
"HPSE","HPSE",1632
"HPSE2","HPSE2",1813
"HPX","HPX",1389
"HRAS","HRAS",633
"HRASLS","HRASLS",507
"HRASLS2","HRASLS2",489
"HRASLS5","HRASLS5",840
"HRC","HRC",2100
"HRCT1","HRCT1",348
"HRG","HRG",1578
"HRH1","HRH1",1464
"HRH3","HRH3",1338
"HRH4","HRH4",1173
"HRK","HRK",276
"HRNR","HRNR",8553
"HRSP12","HRSP12",414
"HS1BP3","HS1BP3",1179
"HS2ST1","HS2ST1",1075
"HS3ST1","HS3ST1",924
"HS3ST2","HS3ST2",1104
"HS3ST3A1","HS3ST3A1",1221
"HS3ST3B1","HS3ST3B1",1173
"HS3ST4","HS3ST4",1371
"HS3ST5","HS3ST5",1041
"HS3ST6","HS3ST6",936
"HS6ST1","HS6ST1",1236
"HS6ST2","HS6ST2",1938
"HS6ST3","HS6ST3",1416
"HSBP1","HSBP1",231
"HSBP1L1","HSBP1L1",225
"HSCB","HSCB",708
"HSD11B1","HSD11B1",879
"HSD11B1L","HSD11B1L",1144
"HSD11B2","HSD11B2",1218
"HSD17B1","HSD17B1",987
"HSD17B10","HSD17B10",786
"HSD17B11","HSD17B11",903
"HSD17B12","HSD17B12",939
"HSD17B13","HSD17B13",903
"HSD17B14","HSD17B14",813
"HSD17B3","HSD17B3",933
"HSD17B4","HSD17B4",2211
"HSD17B6","HSD17B6",954
"HSD17B7","HSD17B7",1026
"HSD17B8","HSD17B8",17
"HSD3B2","HSD3B2",1119
"HSD3B7","HSD3B7",1110
"HSDL2","HSDL2",1257
"HSF1","HSF1",1590
"HSF2BP","HSF2BP",1005
"HSF4","HSF4",1493
"HSF5","HSF5",1791
"HSFX1","HSFX1",2544
"HSFX2","HSFX2",2544
"HSFY1","HSFY1",2610
"HSFY2","HSFY2",2610
"HSH2D","HSH2D",1059
"HSP90B1","HSP90B1",2412
"HSPA12A","HSPA12A",2028
"HSPA12B","HSPA12B",2061
"HSPA14","HSPA14",1530
"HSPA1A","HSPA1A",1926
"HSPA1B","HSPA1B",1926
"HSPA1L","HSPA1L",1926
"HSPA2","HSPA2",1920
"HSPA4L","HSPA4L",2520
"HSPA5","HSPA5",1965
"HSPA6","HSPA6",1932
"HSPA8","HSPA8",1941
"HSPA9","HSPA9",2040
"HSPB1","HSPB1",618
"HSPB11","HSPB11",435
"HSPB3","HSPB3",453
"HSPB6","HSPB6",483
"HSPB7","HSPB7",513
"HSPB8","HSPB8",591
"HSPB9","HSPB9",480
"HSPBP1","HSPBP1",1080
